-39009769,469949
-39009769,469938
-39009769,469927
-39009769,469887
-39009769,469856
-39009769,471881
-39009769,469831
-39009769,469821
-39009769,469702
-39009769,469683
-39009769,469394
-39009769,469361
-39009769,469345
-39009769,469308
-39009769,469290
-39009769,469266
-108482875,133118
-50156602,120
-39009769,471905
-51883455,21996
-97758272,1529597
-87016969,129732
-61484832,2619
-91504156,120228
-79525017,1608602
-18955902,62812
-137733134,1979
-98344705,22257
-119270694,45517
-119270694,45516
-119270694,45515
-91139779,2811
-74197738,58762
-89677205,34615
-108482875,133184
-127383566,16493
-127383566,16492
-127383566,16491
-107965226,30056
-91640132,327800
-3798379,31947
-136589925,5013
-97758272,1531733
-131141049,33315
-105536148,5851
